"year","month","weeks_charted","high","artist","title","genre","bpm","length"
1993,9,21,18,"K7","Come Baby Come","Rap",106,233
1993,8,20,19,"Rod Stewart","Reason To Believe (Live)","Rock",NA,231
1993,3,20,19,"Joey Lawrence","Nothin' My Love Can't Fix","Rock",106,245
1993,7,19,19,"Kris Kross","Alright","Rap",97,244
1993,5,17,19,"Snow","Girl, I've Been Hurt","Rap",90,240
1993,7,20,19,"Cypress Hill","Insane In The Brain","Rap",102,205
1993,8,23,20,"Blind Melon","No Rain","Rock",74,216
1993,6,20,20,"Taylor Dayne","Can't Get Enough Of Your Love","Rock",108,260
1993,3,20,20,"Stereo MC's","Connected","Electronic",100,237
1993,7,20,20,"Ice Cube","Check Yo Self","Rap",101,234
1993,10,19,20,"R. Kelly","Sex Me","Rock",NA,297
1993,3,17,21,"Run DMC","Down With The King","Rap",96,310
1992,11,20,21,"Genesis","Never A Time","Rock",76,225
1992,11,17,21,"Bell Biv DeVoe","Gangsta","Rock",112,271
1993,8,20,22,"Red Hot Chili Peppers","Soul To Squeeze","Rock",88,284
1993,6,20,22,"Jade","One Woman","Rock",75,283
1993,6,20,23,"Sting","Fields Of Gold","Rock",103,215
1993,10,19,23,"Color Me Badd","Time And Chance","Rock",90,262
1993,7,20,23,"Celine Dion","When I Fall In Love","Rock",104,259
1993,10,17,25,"Phil Collins","Both Sides Of The Story","Rock",127,400
1993,7,22,25,"Gin Blossoms","Hey Jealousy","Rock",76,230
1993,7,20,25,"Tears For Fears","Break It Down Again","Rock",109,266
1993,5,20,25,"Kenny G","By The Time This Night Is Over","Rock",NA,275
1992,12,16,26,"Dan Baird","I Love You Period","Rock",114,261
1993,6,20,26,"Silk","Girl U For Me","Rock",121,270
1993,7,17,0,"Silk","Lose Control","Rock",120,305
1993,10,20,27,"Mr. Big","Wild World","Rock",145,205
1993,7,20,27,"Dino","Ooh Child","Rock",96,235
1992,12,20,27,"Michael Jackson","Heal The World","Rock",80,377
1993,6,20,27,"Jon Secada","I'm Free","Rock",98,238
1993,5,16,27,"Bon Jovi","In These Arms","Rock",123,319
1993,2,20,28,"Mary J. Blige","Sweet Thing","Rock",79,214
1992,11,27,28,"Sade","No Ordinary Love","Rock",83,322
1993,5,19,28,"New Order","Regret","Rock",129,243
1993,9,20,28,"Rick Astley","Hopelessly","Rock",150,214
1993,5,14,28,"Jeremy Jordan","Wannagirl","Rock",111,266
1993,9,20,29,"R.E.M.","Everybody Hurts","Rock",110,299
1993,11,20,29,"Billy Joel","All About Soul","Rock",110,360
1993,6,20,29,"U.N.V.","Something's Going On","R&B",127,328
1993,2,15,30,"R.E.M.","Man On The Moon","Rock",118,312
1993,10,20,30,"Hi-Five","Never Should've Let You Go","Rock",108,273
1993,2,16,30,"Elton John","Simple Life","Rock",NA,295
1993,2,15,30,"TLC","Hat 2 Da Back","Rock",NA,240
1993,5,9,30,"George Michael","Somebody To Love","Rock",109,310
1993,6,20,31,"Whitney Houston","Run To You","Rock",78,257
1993,7,20,31,"Big Daddy Kane","Very Special","Rap",80,300
1993,2,20,31,"R. Kelly","Dedicated","Rock",NA,229
1993,2,20,31,"Men At Large","So Alone","Rap",109,230
1992,12,15,32,"Peter Gabriel","Steam","Rock",108,354
1993,4,15,32,"Tasmin Archer","Sleeping Satellite","Rock",96,280
1993,12,7,32,"Boyz II Men","Let It Snow","R&B",124,243
1992,12,16,33,"Patty Smyth","No Mistakes","Rock",NA,269
1992,11,20,33,"Toni Braxton","Love Shoulda Brought You Home","Rock",87,295
1992,10,19,33,"Shabba Ranks","Slow And Sexy","Reggae",NA,234
1993,6,20,34,"Radiohead","Creep","Rock",92,236
1993,9,18,34,"Dr. Dre","Let Me Ride","Rap",92,258
1992,12,15,34,"Def Leppard","Stand Up (Kick Love Into Motion)","Rock",103,267
1992,11,16,34,"S.O.U.L. S.Y.S.T.E.M., The","It's Gonna Be A Lovely Day","Electronic",92,270
1993,10,20,35,"Shaquille O'Neal","(I Know I Got) Skillz","Rap",92,253
1993,2,19,36,"Sunscreem","Love U More","Electronic",112,238
1992,11,17,36,"Celine Dion","Love Can Move Mountains","Rock",105,244
1993,3,16,36,"En Vogue","Love Don't Love You","Rock",107,231
1993,2,11,36,"Madonna","Bad Girl","Rock",NA,270
1993,3,12,37,"Depeche Mode","I Feel You","Rock",81,273
1993,8,19,38,"Bell Biv DeVoe","Something In Your Eyes","Rock",128,242
1992,12,17,38,"Hi-Five","Quality Time","Rock",77,272
1993,7,17,39,"Fu-Schnickens","What's Up Doc? (Can We Rock?)","Rap",NA,234
1993,7,17,42,"TLC","Get It Up","Rock",105,236
1993,6,13,42,"LL Cool J","Back Seat Of My Jeep","Rap",90,272
1993,3,13,43,"Restless Heart","Tell Me What You Dream","Country",94,276
1993,3,12,43,"Neneh Cherry","Buddy X","Rap",102,170
1993,11,12,43,"Das EFX","Freakit","Rap",97,200
1993,6,11,43,"Clint Black","A Bad Goodbye","Country",73,215
1993,5,20,44,"David Crosby","Hero","Rock",104,266
1993,5,16,44,"Mary J. Blige","Love No Limit","Rock",84,243
1993,4,11,44,"Prince","The Morning Papers","Rock",132,234
1993,2,20,45,"RuPaul","Supermodel (You Better Work)","Electronic",121,222
1993,9,11,45,"Duran Duran","Too Much Information","Rock",108,296
1993,7,20,46,"Alan Jackson","Chattahoochee","Country",87,144
1993,6,17,46,"Levert","ABC-123","Rock",NA,258
1993,2,12,46,"INXS","Beautiful Girl","Rock",120,205
1993,9,14,48,"John Mellencamp","Human Wheels","Rock",74,328
1993,2,17,48,"Gloria Estefan","I See Your Smile","Rock",125,270
1993,1,12,49,"Annie Lennox","Little Bird","Rock",NA,242
1993,9,9,50,"Prince","Pink Cashmere","Rock",83,368
1993,10,14,50,"Taylor Dayne","Send Me A Lover","Rock",134,262
1993,3,14,50,"Dolly Parton","Romeo","Country",115,212
1993,1,10,50,"Poison","Stand","Rock",NA,271
1993,4,20,51,"Big Mountain","Touch My Light","Reggae",150,244
1993,3,12,51,"Baltimora","Tarzan Boy","Rock",109,220
1993,10,10,51,"En Vogue","Runaway Love","Rock",NA,256
1993,4,17,52,"Regina Belle","If I Could","R&B",153,236
1993,7,12,52,"Joey Lawrence","Stay Forever","Rock",78,251
1993,8,10,53,"Earth, Wind and Fire","Sunday Morning","Rock",79,247
1993,8,19,53,"Robin S","Love For Love","Electronic",117,255
1993,8,15,54,"Zapp & Roger","Mega Medley","Rock",112,253
1993,7,11,54,"PM Dawn","The Ways Of The Wind","Rap",NA,228
1993,12,9,54,"Ice Cube","Really Doe","Rap",96,264
1993,3,20,55,"Young Black Teenagers","Tap The Bottle","Rap",104,243
1993,2,15,55,"Wendy Moten","Come In Out Of The Rain","R&B",114,250
1993,10,14,55,"Exposé","As Long As I Can Dream","Rock",NA,281
1992,11,12,55,"Shakespear's Sister","I Don't Care","Rock",NA,232
1993,3,11,55,"Go West","What You Won't Do For Love","Rock",84,264
1993,11,12,56,"Elton John","True Love","Rock",105,212
1993,5,20,56,"Aaron Neville","Don't Take Away My Heaven","Rock",93,267
1993,5,10,56,"Johnny Gill","The Floor","Rock",115,310
1993,10,11,57,"Sting","Nothing 'Bout Me","Rock",NA,191
1993,4,9,57,"LL Cool J","How I'm Comin'","Rap",97,300
1993,1,12,57,"Jude Cole","Tell The Truth","Rock",NA,255
1993,2,11,57,"Mary Chapin Carpenter","Passionate Kisses","Country",NA,186
1993,7,11,57,"Shanice","It's For You","Rock",102,235
1993,4,9,57,"Bobby Brown","That's The Way Love Is","Rock",128,247
1992,12,17,58,"Sound Factory","Understand This Groove","Electronic",116,382
1993,7,13,58,"Stereo MC's","Step It Up","Electronic",117,235
1993,3,8,58,"Faith No More","Easy","Rock",126,182
1993,8,17,59,"Shaggy","Oh Carolina","Reggae",125,230
1993,5,9,59,"Boy Krazy","Good Times With Bad Boys","Rock",130,183
1993,7,17,60,"Lenny Kravitz","Believe","Rock",78,244
1993,5,13,60,"John Michael Montgomery","I Love The Way You Love Me","Country",81,240
1992,12,12,61,"Cathy Dennis","Irresistible","Rock",105,226
1993,5,10,62,"Luther Vandross","Little Miracles (Happen Every Day)","Rock",NA,245
1993,4,10,62,"Damn Yankees","Silence Is Broken","Rock",NA,259
1993,4,9,62,"Def Leppard","Tonight","Rock",88,237
1993,8,13,64,"Joe","I'm In Luv","Rock",99,227
1993,7,8,64,"Steve Miller Band","Wide River","Rock",124,233
1993,4,12,65,"Jodeci","Let's Go Through The Motions","Rock",100,258
1993,7,11,65,"AC/DC","Big Gun","Rock",133,258
1993,11,14,67,"Lemonheads, The","Into Your Arms","Rock",124,164
1993,7,11,67,"H-Town","Lick U Up","Rap",135,329
1993,3,10,67,"10,000 Maniacs","Candy Everybody Wants","Rock",105,185
1993,7,13,68,"Peter Cetera","Even A Fool Can See","Rock",120,265
1993,7,7,69,"George Michael","Killer/Papa Was A Rollin' Stone (Live)","Rock",121,270
1993,10,14,69,"Wu-Tang Clan","Method Man","Rap",NA,295
1993,11,14,69,"Jade","Looking For Mr. Do Right","Rock",NA,293
1993,10,11,69,"Bruce Hornsby","Fields Of Gray","Rock",NA,257
1993,6,8,69,"Depeche Mode","Walking In My Shoes","Rock",93,292
1993,3,9,70,"Billy Ray Cyrus","She's Not Cryin' Anymore","Country",88,205
1993,1,8,71,"Peter Cetera","Feels Like Heaven","Rock",124.7,235
1993,10,10,71,"George Strait","Easy Come, Easy Go","Country",106,183
1993,3,7,71,"Michael W. Smith","Somebody Love Me","Gospel",75,237
1993,4,12,72,"Tracy Lawrence","Alibis","Country",107,176
1993,7,12,72,"Yo-Yo","The Bonnie And Clyde Theme","Rap",NA,235
1993,7,4,0,"Yo-Yo","IBWin' Wit My CREWin'","Rap",NA,229
1993,2,11,72,"Wreckx-N-Effect","Knock-N-Boots","Rap",NA,250
1993,12,10,72,"Kenny G","Sentimental","Jazz",124,388
1993,11,9,72,"Souls Of Mischief","93 'Til Infinity","Rap",NA,286
1993,10,15,73,"Clay Walker","What's It To You","Country",117,166
1993,6,12,74,"Naughty By Nature","It's On","Rap",103,180
1993,10,9,74,"Bee Gees","Paying The Price Of Love","Rock",105,240
1993,8,8,74,"Terence Trent D'Arby","Delicate","Rock",113,256
1993,1,7,74,"Journey","Lights (Live)","Rock",NA,179
1993,7,10,76,"Billy Ray Cyrus","In The Heart Of A Woman","Country",92,235
1993,7,4,77,"Wynonna","Tell Me Why","Country",141,227
1993,3,11,78,"Levert","Good Ol' Days","Rock",NA,242
1993,10,9,78,"Spin Doctors","Jimmy Olsen's Blues","Rock",112,270
1993,3,11,78,"Sade","Kiss Of Life","Rock",97,247
1992,12,8,78,"Firehouse","Sleeping With You","Jazz",120,229
1993,12,7,79,"DJ Jazzy Jeff & The Fresh Prince","I'm Looking For The One (To Be With Me)","Rap",NA,213
1993,10,15,80,"Nightcrawlers, The","Push The Feeling On","Other",92,398
1993,8,9,81,"Babyface","For The Cool In You","Rock",122,236
1993,4,3,81,"Onyx","Throw Ya Gunz","Rap",94,194
1993,10,2,82,"Daryl Hall","I'm In A Philly Mood","Rock",138,305
1993,2,6,83,"Paul McCartney","Hope Of Deliverance","Rock",80,196
1993,2,5,84,"Mick Jagger","Sweet Thing","Rock",104,259
1993,11,6,84,"Kris Kross","I'm Real","Rap",NA,195
1993,10,3,85,"Too Short","I'm A Player","Rap",NA,352
1992,12,11,86,"Chante Moore","Love's Taken Over","Rock",NA,247
1993,2,5,86,"Debbie Gibson","Losin' Myself","Rock",NA,241
1993,2,5,86,"Silk","Happy Days","Rock",NA,242
1993,6,4,86,"Patty Smyth","I Should Be Laughing","Rock",NA,269
1993,5,7,87,"Tene Williams","Give Him A Love He Can Feel","R&B",NA,244
1993,8,4,87,"Scarface","Let Me Roll","Rap",81,296
1993,12,6,88,"Kate Bush","Rubberband Girl","Rock",NA,283
1993,10,2,89,"Fat Joe","Flow Joe","Rap",NA,233
1993,10,5,90,"Aaron Neville","The Grand Tour","Rock",87,195
1992,12,6,90,"Arrested Development","Revolution","Rap",97,283
1993,4,2,90,"Sybil","You're The Love Of My Life","Rock",NA,241
1993,5,3,91,"Jeff Healey Band","Lost In Your Eyes","Rock",80,299
1993,1,5,92,"SWV","Right Here","Rock",105,220
1993,10,10,92,"Erick Sermon","Stay Real","Rap",97,235
1993,9,4,92,"New Order","World (The Price Of Love)","Rock",127,221
1993,7,4,92,"Hi-Five","Unconditional Love","Rock",NA,290
1993,10,3,92,"Onyx","Shifftee","Rap",NA,193
1993,2,3,92,"N2Deep","Toss-Up","Rap",106,240
1993,10,3,93,"Naughty By Nature","Written On Ya Kitten","Rap",NA,232
1993,6,2,93,"Toby Keith","Should've Been A Cowboy","Country",134,209
1993,9,3,94,"Luther Vandross","Heaven Knows","Rock",NA,260
1993,6,2,94,"Roxette","Almost Unreal","Rock",NA,227
1993,2,3,95,"Extreme","Stop The World","Rock",87,348
1993,8,1,95,"10,000 Maniacs","Few And Far Between","Rock",133,193
1993,6,13,96,"LL Cool J","Pink Cookies In A Plastic Bag","Rap",100,257
1993,8,4,97,"Bon Jovi","I'll Sleep When I'm Dead","Rock",124,279
1993,10,2,97,"Tina Turner","Why Must We Wait Until Tonight","R&B",NA,344
1993,12,2,98,"Inner Circle","Rock With You","Reggae",101,212
1993,11,2,100,"Jody Watley","Your Love Keeps Working On Me","Rock",47,261
1992,11,26,1,"Whitney Houston","I Will Always Love You","Rock",134,272
1992,7,32,1,"Boyz II Men","End Of The Road","R&B",74,350
1992,4,21,1,"Kris Kross","Jump","Rap",101,192
1992,4,28,1,"Sir Mix-A-Lot","Baby Got Back","Rap",128,264
1992,2,27,1,"Vanessa Williams","Save The Best For Last","Rock",96,219
1991,12,20,1,"Right Said Fred","I'm Too Sexy","Rock",118,170
1991,12,23,1,"Mr. Big","To Be With You","Rock",86,200
1992,10,20,1,"Heights, The","How Do You Talk To An Angel","Rock",80,220
1992,5,20,1,"Mariah Carey","I'll Be There (Live-Unplugged)","Rock",81,252
1991,11,27,1,"Color Me Badd","All 4 Love","Rock",106,210
1991,12,19,1,"George Michael","Don't Let The Sun Go Down On Me","Rock",144,344
1992,7,20,1,"Madonna","This Used To Be My Playground","Rock",76,302
1992,10,27,2,"Shai","If I Ever Fall In Love","Rock",NA,185
1992,6,33,2,"TLC","Baby-Baby-Baby","Rock",NA,245
1992,8,24,2,"Patty Smyth","Sometimes Love Just Ain't Enough","Rock",82,266
1992,2,26,2,"Eric Clapton","Tears In Heaven","Rock",76,269
1992,10,28,2,"Wreckx-N-Effect","Rump Shaker","Rap",NA,231
1992,3,30,2,"En Vogue","My Lovin' (You're Never Gonna Get It)","Rock",98,272
1991,11,25,2,"Shanice","I Love Your Smile","Rock",93,259
1992,4,26,2,"Red Hot Chili Peppers","Under The Bridge","Rock",86,260
1991,11,19,2,"Mariah Carey","Can't Let Go","Rock",81,225
1992,3,17,2,"Queen","Bohemian Rhapsody","Rock",147,350
1992,9,28,3,"PM Dawn","I'd Die Without You","Rap",NA,223
1992,1,20,3,"Michael Jackson","Remember The Time","Rock",107,240
1992,8,20,3,"Bobby Brown","Humpin' Around","Rock",110,261
1992,6,20,3,"Guns N' Roses","November Rain","Rock",NA,536
1992,2,20,3,"Atlantic Starr","Masterpiece","Rock",137,255
1991,12,20,3,"Prince","Diamonds And Pearls","Rock",81,254
1992,10,18,3,"Madonna","Erotica","Rock",102,310
1992,5,25,4,"Billy Ray Cyrus","Achy Breaky Heart","Country",121,203
1992,3,21,4,"Joe Public","Live And Learn","Rock",NA,236
1992,4,22,4,"Celine Dion","If You Asked Me To","Rock",86,232
1992,7,20,4,"Shakespear's Sister","Stay","Rock",96,220
1991,9,32,5,"Ce Ce Peniston","Finally","Rock",120,260
1992,4,21,5,"Sophie B. Hawkins","Damn I Wish I Was Your Lover","Rock",95,319
1992,4,37,5,"Jon Secada","Just Another Day","Rock",116,251
1992,8,20,5,"Hi-Five","She's Playing Hard To Get","Rock",99,272
1992,2,20,5,"Mariah Carey","Make It Happen","Rock",107,245
1991,11,19,5,"M.C. Hammer","2 Legit 2 Quit","Rap",NA,475
1992,2,22,6,"TLC","Ain't 2 Proud To Beg","Rock",NA,249
1991,12,19,6,"Nirvana","Smells Like Teen Spirit","Rock",118,299
1991,11,24,6,"Tevin Campbell","Tell Me What You Want Me To Do","Rock",NA,249
1992,6,24,6,"En Vogue","Giving Him Something He Can Feel","Rock",102,230
1992,5,26,6,"Tom Cochrane","Life Is A Highway","Rock",103,257
1992,4,22,6,"Arrested Development","Tennessee","Rap",99,275
1992,6,26,6,"K.W.S.","Please Don't Go","Electronic",120,248
1992,1,24,6,"Mint Condition","Breakin' My Heart (Pretty Brown Eyes)","Rock",137,284
1992,4,20,6,"Michael Jackson","In The Closet","Rock",118,288
1992,6,23,6,"Technotronic","Move This","Electronic",NA,213
1992,10,23,7,"Bobby Brown","Good Enough","Rock",NA,232
1992,9,27,7,"TLC","What About Your Friends","Rock",NA,240
1992,8,31,7,"Mary J. Blige","Real Love","Rock",95,265
1992,2,20,7,"Genesis","I Can't Dance","Rock",107,233
1991,12,19,7,"M.C. Hammer","Addams Groove","Rap",120,234
1992,8,20,8,"Firehouse","When I Look Into Your Eyes","Jazz",146,241
1992,8,23,8,"Arrested Development","People Everyday","Rap",91,208
1992,1,20,8,"Amy Grant","Good For Me","Gospel",89,239
1992,9,20,8,"En Vogue","Free Your Mind","Rock",101,246
1992,4,20,9,"Ugly Kid Joe","Everything About You","Rock",123,240
1992,5,20,9,"Cover Girls, The","Wishing On A Star","Rock",88,275
1992,2,20,9,"Richard Marx","Hazard","Rock",124,308
1992,1,20,9,"Celine Dion","Beauty And The Beast","Rock",77,239
1992,6,22,9,"Elton John","The One","Rock",76,342
1991,11,19,9,"U2","Mysterious Ways","Rock",99,240
1992,5,20,10,"Luther Vandross","The Best Things In Life Are Free","Rock",120,272
1992,3,20,10,"U2","One","Rock",90,272
1992,6,20,10,"George Michael","Too Funky","Rock",98,220
1992,10,20,11,"Michael Bolton","To Love Somebody","Rock",75,240
1992,2,18,11,"KLF, The","Justified And Ancient","Country",111,218
1992,4,28,11,"Jodeci","Come & Talk To Me","Rock",NA,247
1992,8,20,11,"Bryan Adams","Do I Have To Say The Words?","Rock",NA,257
1991,11,19,12,"Karyn White","The Way I Feel About You","Rock",NA,258
1992,1,20,12,"Michael Bolton","Missing You Now","Rock",95,267
1991,11,19,12,"Genesis","No Son Of Mine","Rock",104,389
1992,9,22,12,"Saigon Kick","Love Is On The Way","Rock",129,255
1992,8,20,12,"Def Leppard","Have You Ever Needed Someone So Bad","Rock",136,307
1992,5,20,12,"Genesis","Hold On My Heart","Rock",85,272
1992,10,20,12,"Eric Clapton","Layla (Unplugged)","Rock",96,270
1992,3,20,13,"Bryan Adams","Thought I'd Died And Gone To Heaven","Rock",NA,304
1992,6,20,13,"Kris Kross","Warm It Up","Rap",103,225
1992,9,30,13,"Jon Secada","Do You Believe In Us","Rock",NA,219
1992,8,26,13,"Charles & Eddie","Would I Lie To You?","Rap",101,270
1992,9,25,14,"Annie Lennox","Walking On Broken Glass","Rock",114,242
1992,2,20,14,"Kathy Troccoli","Everything Changes","Gospel",117,257
1992,4,18,15,"Def Leppard","Let's Get Rocked","Rock",92,290
1992,9,18,15,"Color Me Badd","Forever Love","Rock",NA,260
1992,6,25,15,"Toad The Wet Sprocket","All I Want","Rock",124,189
1992,5,21,15,"Ce Ce Peniston","Keep On Walkin'","Rock",105,232
1992,1,14,16,"Paula Abdul","Vibeology","Rock",118,252
1992,2,13,16,"New Kids On The Block","If You Go Away","Rock",73,236
1992,3,16,16,"Bruce Springsteen","Human Touch","Rock",NA,385
1992,3,16,16,"Bruce Springsteen","Better Days","Rock",NA,243
1991,12,19,16,"Boyz II Men","Uhh Ahh","R&B",125,223
1992,7,21,16,"Jade","I Wanna Love You","Rock",100,268
1992,2,20,16,"Color Me Badd","Thinkin' Back","Rock",90,321
1992,4,20,16,"Mr. Big","Just Take My Heart","Rock",119,263
1992,10,20,17,"Spin Doctors","Little Miss Can't Be Wrong","Rock",117,230
1991,11,19,17,"Keith Sweat","Keep It Comin'","Rock",NA,233
1992,6,20,18,"Cure, The","Friday I'm In Love","Rock",136,206
1992,5,20,18,"Color Me Badd","Slow Motion","Rock",92,273
1991,11,19,18,"Bonnie Raitt","I Can't Make You Love Me","Rock",127,328
1992,3,17,19,"Jody Watley","I'm The One You Need","Rock",112,236
1992,10,20,19,"Trey Lorenz","Someone To Hold","R&B",NA,254
1992,4,13,19,"Paula Abdul","Will You Marry Me?","Rock",74,259
1992,2,20,20,"Ce Ce Peniston","We Got A Love Thang","Rock",120,265
1991,10,19,20,"Rod Stewart","Broken Arrow","Rock",83,257
1992,6,20,20,"Richard Marx","Take This Heart","Rock",115,242
1992,4,20,20,"Amy Grant","I Will Remember You","Gospel",88,299
1992,10,20,20,"Damn Yankees","Where You Goin' Now","Rock",NA,258
1992,5,16,20,"Wilson Phillips","You Won't See Me Cry","Rock",76,230
1991,12,19,21,"Eddie Money","I'll Get By","Rock",70,206
1992,1,18,21,"M.C. Brains","Oochie Coochie","Rap",119,222
1992,5,20,21,"Lionel Richie","Do It To Me","Rock",NA,280
1992,2,14,22,"Paul Young","What Becomes Of The Brokenhearted","Rock",NA,240
1992,8,20,23,"Genesis","Jesus He Knows Me","Rock",95,256
1992,10,20,23,"Elton John","The Last Song","Rock",127,194
1992,3,13,23,"Prince","Money Don't Matter 2 Night","Rock",NA,246
1992,5,20,25,"Das EFX","They Want EFX","Rap",98,223
1992,7,14,26,"Michael Jackson","Jam","Rock",120,245
1992,5,19,26,"Vanessa Williams","Just For Tonight","Rock",NA,255
1991,11,18,26,"Stacy Earl","Love Me All Up","Rock",NA,230
1991,10,19,26,"Storm, The","I've Got A Lot To Learn About Love","Rock",110,256
1991,11,19,27,"Lisa Stansfield","Change","Rock",106,242
1992,2,12,27,"Stacy Earl","Romeo & Juliet","Rock",123,248
1992,9,20,27,"Michael W. Smith","I Will Be Here For You","Gospel",146,267
1992,10,15,28,"Exposé","I Wish The Phone Would Ring","Rock",95,243
1992,1,12,28,"PM Dawn","Paper Doll","Rap",105,231
1992,10,15,28,"R.E.M.","Drive","Rock",72,260
1992,2,17,28,"Ozzy Osbourne","Mama, I'm Coming Home","Rock",NA,198
1992,8,15,28,"INXS","Not Enough Time","Rock",95,249
1992,6,13,28,"B-52's, The","Good Stuff","Rock",119,240
1991,12,13,28,"Natural Selection","Hearts Don't Think (They Feel)","Rap",100,235
1992,6,20,29,"Mary J. Blige","You Remind Me","Rock",NA,247
1992,3,18,29,"Chris Walker","Take Time","R&B",NA,238
1992,7,16,29,"Babyface","Give U My Heart","Rock",NA,242
1992,10,16,29,"Bon Jovi","Keep The Faith","Rock",118,338
1991,10,19,29,"Angelica","Angel Baby","Latin",126,237
1992,8,20,29,"Celine Dion","Nothing Broken But My Heart","Rock",NA,250
1992,8,17,30,"Del Amitri","Always The Last To Know","Rock",123,256
1992,5,13,30,"Linear","T.L.C.","Rock",102,228
1992,8,11,30,"Wilson Phillips","Give It Up","Rock",NA,218
1992,4,17,31,"Shanice","Silent Prayer","Rock",141,295
1991,12,14,31,"Bryan Adams","There Will Never Be Another Tonight","Rock",137,275
1991,11,19,32,"Heavy D & The Boyz","Is It Good To You","Rap",107,288
1992,3,18,32,"Nirvana","Come As You Are","Rock",121,218
